date, pm25, pm10, o3, no2, so2, co
2023/5/7, 57, 41, , 6, 4, 2
2023/5/8, 77, 42, , 9, 3, 3
2023/5/9, 73, 38, , 9, 2, 2
2023/5/10, 61, 40, , 10, 3, 3
2023/5/11, 69, 46, , 8, 4, 4
2023/5/12, 78, 67, , 8, 5, 6
2023/5/13, 132, 69, , 10, 4, 6
2023/5/14, 124, 54, , 5, 6, 4
2023/5/15, 97, 64, , 9, 6, 5
2023/5/16, 121, 35, , 6, 5, 3
2023/5/17, 72, 15, , 2, 4, 2
2023/5/18, 38, 29, , 3, 3, 2
2023/5/19, 60, 37, , 5, 4, 3
2023/5/20, 77, 72, , 4, 4, 2
2023/5/21, 93, 161, , 5, 5, 2
2023/5/22, 119, 84, , 8, 5, 2
2023/5/23, 102, 48, , 8, 4, 3
2023/5/24, 80, 53, , 7, 4, 3
2023/5/25, 99, 53, , 6, 4, 3
2023/5/26, 94, 38, , 6, 3, 4
2023/5/27, 98, 50, , 8, 3, 5
2023/5/28, 81, 32, , 7, 2, 2
2023/5/29, 65, 24, , 5, 2, 2
2023/5/30, 48, 36, , 3, 5, 2
2023/5/31, 73, 18, , 2, 2, 1
2023/6/1, 44, 51, , 6, 2, 4
2023/6/2, 83, 43, , 4, 2, 2
2023/6/3, 63, 31, , 6, 2, 3
2023/6/4, 61, 14, , 3, 2, 1
2023/6/5, 37, 40, , 3, 2, 2
2023/6/6, 69, 53, , 6, 4, 4
2023/6/7, 104, 54, , 5, 3, 4
2023/6/8, 87, 62, , 6, 4, 3
2023/6/9, 86, 57, , 7, 5, 4
2023/6/10, 110, 24, , 4, 2, 3
2023/6/11, 54, 21, , 4, 2, 1
2023/6/12, 50, 26, , 6, 2, 1
2023/6/13, 63, 42, , 8, 2, 4
2023/6/14, 73, 42, , 6, 3, 3
2023/6/15, 98, 48, , 5, 3, 4
2023/6/16, 100, 33, , 4, 2, 2
2023/6/17, 78, 8, , 1, 2, 1
2023/6/18, 28, 9, , 3, 3, 2
2023/6/19, 40, 35, , 5, 3, 3
2023/6/20, 79, 51, , 8, 3, 4
2023/6/21, 92, 45, , 7, 4, 4
2023/6/22, 87, 55, , 6, 3, 4
