date, pm10, o3, no2, so2, co
2024/9/1, 79, 16, 8, 5, 2
2024/9/2, 84, , , , 
2024/8/8, 72, 12, 5, 12, 6
2024/8/9, 71, 9, 5, 3, 3
2024/8/10, 110, 12, 6, 8, 2
2024/8/11, 85, 18, 3, 26, 6
2024/8/12, 68, 23, 2, 36, 1
2024/8/13, 86, 23, 3, 52, 4
2024/8/14, 47, 19, 4, 32, 2
2024/8/15, 83, 14, 4, 2, 1
2024/8/16, 29, 23, 4, 4, 5
2024/8/17, 19, 11, 3, 1, 7
2024/8/18, 33, 12, 6, 6, 3
2024/8/19, 27, 23, 4, 8, 2
2024/8/20, 59, 20, 3, 1, 2
2024/8/21, 101, 12, 8, 3, 3
2024/8/22, 53, 5, 6, 2, 5
2024/8/23, 34, 23, 7, 7, 4
2024/8/24, 57, 18, 7, 6, 2
2024/8/25, 91, 18, 6, 12, 1
2024/8/26, 107, 20, 5, 16, 2
2024/8/27, 121, 16, 8, 4, 4
2024/8/28, 126, 10, 6, 2, 2
2024/8/29, 37, 13, 12, 2, 1
2024/8/30, 49, 10, 6, 2, 1
2024/8/31, 23, 17, 5, 2, 2
2024/7/1, 96, 21, 2, 5, 5
2024/7/2, 90, 28, 3, 10, 2
2024/7/3, 126, 23, 4, 4, 15
2024/7/4, 98, 9, 4, 1, 10
2024/7/5, 119, 29, 6, 10, 8
2024/7/6, 142, 27, 4, 12, 6
2024/7/7, 131, 29, 2, 30, 11
2024/7/8, 110, 24, 3, 15, 18
2024/7/9, 106, 26, 5, 17, 13
2024/7/10, 104, 26, 1, 6, 16
2024/7/11, 58, 13, 1, 1, 10
2024/7/12, 24, 15, 2, 8, 4
2024/7/13, 25, 15, 3, 5, 5
2024/7/14, 33, 23, 3, 10, 4
2024/7/15, 56, 28, 3, 4, 10
2024/7/16, 74, 22, 4, 8, 10
2024/7/17, 90, 19, 4, 10, 8
2024/7/18, 118, 23, 5, 26, 10
2024/7/19, 102, 25, 3, 23, 17
2024/7/20, 107, 16, 3, 1, 17
2024/7/21, 34, 14, 4, 5, 7
2024/7/22, 26, 30, 6, 10, 4
2024/7/23, 53, 15, 4, 5, 13
2024/7/24, 60, 11, 7, 2, 8
2024/4/1, 44, 17, 9, 6, 6
2024/4/2, 60, , 7, 6, 6
2024/4/3, 95, , 8, 10, 6
2024/4/4, 112, , 12, 7, 10
2024/4/5, 94, , 13, 8, 15
2024/4/6, 125, , 6, 9, 10
2024/4/7, 125, , 6, 16, 6
2024/4/8, 91, , 9, 17, 4
2024/4/9, 71, , 12, 12, 8
2024/4/10, 106, , 13, 8, 15
2024/4/11, 128, , 12, 9, 14
2024/4/12, 111, , 2, 7, 6
2024/4/13, 483, , 4, 4, 3
2024/4/14, 109, , 7, 8, 9
2024/4/15, 80, 11, 10, 11, 8
2024/4/16, 93, 19, 7, 6, 5
2024/4/17, 86, 23, 6, 3, 4
2024/4/18, 86, 22, 8, 14, 5
2024/4/19, 75, 17, 5, 18, 8
2024/4/20, 73, 17, 6, 5, 4
2024/4/21, 26, 22, 5, 6, 8
2024/4/22, 48, 22, 8, 5, 11
2024/4/23, 105, 22, 7, 26, 10
2024/4/24, 75, 20, 3, 8, 3
2024/4/25, 84, 22, 5, 3, 4
2024/4/26, 92, 20, 5, 1, 7
2024/4/27, 92, 21, 5, 7, 5
2024/4/28, 90, 21, 8, 7, 6
2024/4/29, 99, 20, 8, 19, 5
2024/4/30, 86, 22, 5, 6, 3
2024/5/1, 86, 19, 7, 8, 4
2024/5/2, 87, 20, 9, 6, 6
2024/5/3, 146, 28, 3, 3, 4
2024/5/4, 64, 23, 3, 6, 2
2024/5/5, 64, 21, 7, 10, 4
2024/5/6, 65, 21, 5, 11, 3
2024/5/7, 83, 20, 5, 6, 4
2024/5/8, 95, 18, 6, 6, 5
2024/5/9, 47, 25, 5, 4, 3
2024/5/10, 45, 23, 3, 3, 4
2024/5/11, 77, 19, 3, 6, 5
2024/5/12, 87, 20, 4, 4, 4
2024/5/13, 113, 22, 6, 5, 3
2024/5/14, 103, 20, 5, 7, 4
2024/5/15, 116, 20, 8, 7, 2
2024/5/16, 100, 17, 5, 3, 10
2024/5/17, 99, 20, 5, 3, 7
2024/5/18, 65, 25, 3, 5, 7
2024/5/19, 82, 24, 4, 5, 4
2024/5/20, 111, 21, 9, 9, 3
2024/5/21, 94, 16, 3, 4, 2
2024/5/22, 68, 20, 4, 2, 4
2024/5/23, 62, 10, 6, 1, 4
2024/5/24, 25, 20, 5, 1, 5
2024/5/25, 65, 22, 4, 6, 5
2024/5/26, 91, 25, 3, 4, 4
2024/5/27, 110, 14, 6, 1, 5
2024/5/28, 81, 17, 5, 2, 4
2024/5/29, 66, 16, 4, 4, 7
2024/5/30, 57, 20, 6, 1, 5
2024/5/31, 75, 21, 2, 2, 4
2024/6/1, 94, 24, 2, 2, 3
2024/6/2, 75, 27, 1, 2, 3
2024/6/3, 54, 27, 1, 4, 3
2024/6/4, 56, 23, 4, 1, 3
2024/6/5, 77, 22, 4, 1, 3
2024/6/6, 42, 20, 5, 3, 4
2024/6/7, 56, 21, 3, 4, 3
2024/6/8, 74, 22, 3, 7, 3
2024/6/9, 78, 23, 3, 4, 1
2024/6/10, 108, 22, 4, 2, 4
2024/6/11, 77, 18, 5, 4, 3
2024/6/12, 65, 19, 5, 3, 3
2024/6/13, 86, 19, 6, 5, 3
2024/6/14, 80, 19, 5, 3, 2
2024/6/15, 98, 23, 3, 6, 2
2024/6/16, 109, 28, 2, 19, 5
2024/6/17, 118, 24, 3, 8, 24
2024/6/18, 183, 19, 3, 1, 7
2024/6/19, 97, 28, 2, 1, 5
2024/6/20, 55, 12, 1, , 4
2024/6/21, 93, , , , 
2024/6/24, 153, 18, 4, 1, 2
2024/6/25, 124, 19, 6, 4, 2
2024/6/26, 105, 10, 8, 2, 4
2024/6/27, 64, 19, 4, 4, 3
2024/6/28, 68, 12, 9, 3, 7
2024/6/29, 60, 9, 8, 1, 6
2024/6/30, 98, 25, 3, 6, 3
2024/1/1, 126, 4, 60, 68, 34
2024/1/2, 159, 8, 52, 77, 40
2024/1/3, 170, 22, 9, 20, 8
2024/1/4, 51, 9, 33, 31, 22
2024/1/5, 109, 10, , 46, 24
2024/1/6, 125, 3, , 93, 41
2024/1/7, 181, 4, , 96, 38
2024/1/8, 243, 8, 66, 56, 30
2024/1/9, 124, 11, 76, 84, 33
2024/1/10, 231, 11, 45, 39, 22
2024/1/11, 116, 13, 44, 60, 35
2024/1/12, 128, 25, 9, 16, 10
2024/1/13, 54, 13, 33, 51, 21
2024/1/14, 117, 7, 52, 77, 39
2024/1/15, 177, 10, 40, 69, 37
2024/1/16, 142, 10, 25, 38, 19
2024/1/17, 116, 9, 29, 38, 24
2024/1/18, 125, 15, 13, 36, 19
2024/1/19, 108, 21, 13, 19, 11
2024/1/20, 58, 11, 29, 42, 27
2024/1/21, 115, 8, 38, 70, 28
2024/1/22, 153, 5, 62, 100, 37
2024/1/23, 197, 7, 64, 88, 36
2024/1/24, 205, 6, 91, 118, 38
2024/1/25, 257, 8, 56, 90, 40
2024/1/26, 188, 7, 55, 88, 39
2024/1/27, 173, 4, 87, 116, 36
2024/1/28, 215, 8, 49, 88, 33
2024/1/29, 193, 11, 38, 70, 33
2024/1/30, 157, 14, 37, 73, 29
2024/1/31, 138, 9, 45, 90, 35
2024/2/1, 163, 7, 62, 101, 29
2024/2/2, 174, 12, 52, 84, 32
2024/2/3, 173, 21, 54, 85, 35
2024/2/4, 177, 13, 36, 68, 28
2024/2/5, 135, 7, 46, 84, 24
2024/2/6, 169, 11, 45, 85, 34
2024/2/7, 154, 8, 51, 86, 27
2024/2/8, 169, 10, 47, 92, 36
2024/2/9, 187, 11, 45, 87, 40
2024/2/10, 174, 5, 59, 81, 40
2024/2/11, 144, 8, 50, 75, 37
2024/2/12, 142, 21, 14, 20, 13
2024/2/13, 68, 21, 12, 23, 13
2024/2/14, 90, 12, 37, 52, 22
2024/2/15, 108, 8, 48, 84, 36
2024/2/16, 141, 25, 6, 10, 5
2024/2/17, 42, 27, 7, 13, 7
2024/2/18, 41, 18, 18, 46, 17
2024/2/19, 97, 17, 21, 53, 23
2024/2/20, 112, 16, 24, 61, 23
2024/2/21, 105, 24, 21, 69, 30
2024/2/22, 113, 24, 10, 30, 2
2024/2/23, 51, 18, 15, 39, 
2024/2/24, 120, 22, 8, 46, 
2024/2/25, 104, 23, 9, 25, 3
2024/2/26, 88, 19, 15, 29, 14
2024/2/27, 108, 24, 13, 23, 13
2024/2/28, 101, 20, 15, 29, 14
2024/2/29, 100, 18, 22, 39, 21
2024/3/1, 113, 17, 16, 40, 18
2024/3/2, 112, 17, 13, 44, 17
2024/3/3, 93, 17, 19, 43, 19
2024/3/4, 112, 18, 17, 40, 20
2024/3/5, 111, 15, 17, 40, 19
2024/3/6, 105, 16, 19, 32, 15
2024/3/7, 101, 18, 11, 37, 17
2024/3/8, 94, 14, 17, 46, 14
2024/3/9, 100, 20, 11, 33, 14
2024/3/10, 96, 19, 12, 32, 9
2024/3/11, 74, 15, 14, 39, 15
2024/3/12, 85, 18, 20, 34, 15
2024/3/13, 85, 19, 17, 32, 18
2024/3/14, 71, 23, 4, 15, 6
2024/3/15, 33, 30, 4, 11, 5
2024/3/16, 23, 23, 6, 12, 7
2024/3/17, 31, 26, 7, 10, 11
2024/3/18, 66, 18, 12, 16, 9
2024/3/19, 89, 18, 11, 21, 13
2024/3/20, 82, 20, 14, 23, 14
2024/3/21, 95, 21, 8, 14, 11
2024/3/22, 78, 24, 6, 13, 8
2024/3/23, 68, 19, 8, 18, 13
2024/3/24, 89, 22, 6, 13, 9
2024/3/25, 77, 20, 11, 15, 11
2024/3/26, 94, 27, 5, 4, 6
2024/3/27, 44, 25, 7, 5, 6
2024/3/28, 39, 25, 5, 8, 4
2024/3/29, 47, 16, 8, 12, 10
2024/3/30, 89, 17, 5, 14, 11
2024/3/31, 62, 19, 7, 13, 8
2023/10/3, 91, 20, 19, 4, 7
2023/10/4, 122, 14, 21, 8, 13
2023/10/5, 144, 8, 20, 16, 9
2023/10/6, 113, 22, 7, 2, 8
2023/10/7, 103, 23, 9, 3, 5
2023/10/8, 104, 19, 11, 5, 10
2023/10/9, 113, 14, 16, 11, 11
2023/10/10, 123, 10, 22, 6, 10
2023/10/11, 120, 13, 17, 5, 11
2023/10/12, 113, 14, 15, 10, 9
2023/10/13, 98, 11, 17, 13, 9
2023/10/14, 128, 19, 16, 5, 11
2023/10/15, 96, 18, 8, 6, 10
2023/10/16, 134, 27, 14, 11, 15
2023/10/17, 86, 27, 6, 4, 6
2023/10/18, 104, 18, 15, 5, 8
2023/10/19, 85, 17, 15, 3, 10
2023/10/20, 102, 11, 22, 10, 12
2023/10/21, 112, 9, 22, 11, 13
2023/10/22, 110, 13, 17, 9, 11
2023/10/23, 115, 11, 23, 16, 12
2023/10/24, 121, 19, 21, 8, 14
2023/10/25, 96, 20, 16, 7, 10
2023/10/26, 106, 11, 22, 10, 12
2023/10/27, 84, 6, 15, 11, 14
2023/10/31, 89, 10, 44, 6, 14
2023/11/1, 92, 5, 26, 6, 20
2023/11/2, 43, 18, 12, 3, 5
2023/11/3, 62, 9, 14, 5, 9
2023/11/4, 55, 18, 11, 2, 10
2023/11/5, 67, 29, 16, 6, 8
2023/11/6, 77, 28, 13, 13, 23
2023/11/7, 55, 19, 13, 9, 17
2023/11/8, 68, 22, 12, 6, 11
2023/11/9, 72, 15, 19, 11, 11
2023/11/10, 95, 11, 28, 23, 16
2023/11/11, 96, 16, 18, 25, 20
2023/11/12, 134, 7, 50, 44, 31
2023/11/13, 131, 6, 44, 35, 28
2023/11/14, 123, 8, 33, 38, 25
2023/11/15, 68, 15, 14, 20, 17
2023/11/16, 80, 12, 20, 15, 15
2023/11/17, 93, 8, 36, 23, 20
2023/11/18, 131, 8, 50, 30, 35
2023/11/19, 115, 9, 57, 29, 28
2023/11/20, 160, 2, 59, 44, 35
2023/11/21, 73, 5, 24, 16, 14
2023/11/22, 30, 26, 11, 7, 5
2023/11/23, 99, 18, 20, 27, 14
2023/11/24, 92, 13, 16, 26, 17
2023/11/25, 74, 17, 22, 17, 11
2023/11/26, 112, 10, 25, 30, 12
2023/11/27, 48, 30, 13, 7, 7
2023/11/28, 58, 28, 14, 14, 15
2023/11/29, 43, 27, 17, 13, 12
2023/11/30, 134, 11, 42, 56, 32
2023/12/1, 126, 5, 69, 46, 38
2023/12/2, 148, 6, 59, 56, 42
2023/12/3, 148, 15, 35, 50, 28
2023/12/4, 118, 8, 65, 39, 25
2023/12/5, 86, 20, 10, 13, 16
2023/12/6, 101, 12, 40, 30, 18
2023/12/7, 105, 16, 50, 40, 29
2023/12/8, 43, 18, 14, 8, 6
2023/12/9, 98, 10, 25, 29, 16
2023/12/10, 107, 9, 21, 41, 19
2023/12/11, 63, 20, 10, 25, 12
2023/12/12, 109, 10, 28, 44, 19
2023/12/13, 99, 9, 21, 38, 20
2023/12/14, 55, 17, 12, 16, 17
2023/12/15, 65, 21, 20, 22, 12
2023/12/16, 113, 13, 25, 65, 10
2023/12/17, 116, 13, 21, 66, 20
2023/12/18, 72, 22, 13, 28, 13
2023/12/19, 107, 11, 27, 39, 15
2023/12/20, 141, 12, 37, 56, 26
2023/12/21, 131, 9, 50, 96, 26
2023/12/22, 181, 5, 58, 96, 27
2023/12/23, 232, 3, 76, 110, 40
2023/12/24, 222, 2, 84, 96, 31
2023/12/25, 240, 2, 120, 90, 39
2023/12/26, 167, 7, 55, 66, 33
2023/12/27, 189, 2, 81, 83, 40
2023/12/28, 193, 3, 81, 74, 36
2023/12/29, 155, 8, 41, 61, 27
2023/12/30, 103, 10, 39, 28, 21
2023/12/31, 61, 21, 8, 28, 11
2023/7/1, 164, 48, 8, 2, 5
2023/7/2, 144, 27, 4, 1, 4
2023/7/3, 123, 42, 6, 1, 4
2023/7/4, 164, 42, 3, 10, 3
2023/7/5, 167, 25, 9, 1, 5
2023/7/6, 183, 28, 6, 2, 5
2023/7/7, 64, 12, 5, 1, 4
2023/7/8, 65, , , , 
2023/7/13, 25, 24, 1, 2, 2
2023/7/14, 29, , , , 
2023/7/16, 25, 77, 1, 20, 2
2023/7/17, 38, 51, 5, 7, 2
2023/7/18, 98, 56, 6, 1, 2
2023/7/19, 86, 62, 5, 1, 3
2023/7/20, 98, 50, 4, 1, 5
2023/7/21, 89, 27, 2, 13, 4
2023/7/22, 25, , 3, 2, 4
2023/7/23, 36, , 4, 1, 4
2023/7/24, 42, , 4, 1, 2
2023/7/25, 97, , 4, 2, 2
2023/7/26, 59, , 6, 1, 2
2023/7/27, 87, 26, 7, 1, 3
2023/7/28, 99, 37, 2, 5, 2
2023/7/29, 95, 40, 2, 9, 2
2023/7/30, 106, 32, 4, 7, 2
2023/7/31, 127, 25, 4, 6, 2
2023/8/1, 118, 9, 3, 4, 2
2023/8/2, 71, 18, 6, 2, 2
2023/8/3, 46, 12, 7, 2, 3
2023/8/4, 96, 25, 3, 1, 2
2023/8/5, 75, 22, 3, 1, 4
2023/8/6, 45, 28, 5, 2, 2
2023/8/7, 90, 27, 4, 2, 2
2023/8/8, 103, 25, 4, 1, 2
2023/8/9, 125, 24, 3, 2, 2
2023/8/10, 64, 22, 6, 1, 5
2023/8/11, 96, 28, 5, 4, 3
2023/8/12, 154, 24, 3, 3, 2
2023/8/13, 142, 17, 5, 1, 2
2023/8/14, 126, 20, 7, 1, 3
2023/8/15, 216, 17, 5, 1, 2
2023/8/16, 143, 34, 7, 2, 1
2023/8/17, 42, 35, 6, 2, 2
2023/8/18, 58, 35, 7, 2, 4
2023/8/19, 89, 19, 7, 1, 6
2023/8/20, 46, 17, 5, 11, 3
2023/8/21, 25, 15, 10, 3, 10
2023/8/22, 40, 14, 12, 2, 17
2023/8/23, 78, 21, 6, 2, 6
2023/8/24, 97, 24, 4, 1, 3
2023/8/25, 96, 25, 4, 2, 4
2023/8/26, 29, 24, 6, 1, 5
2023/8/27, 66, 24, 6, 1, 4
2023/8/28, 102, 26, 6, 2, 3
2023/8/29, 124, 19, 8, 2, 4
2023/8/30, 132, 27, 4, 1, 5
2023/8/31, 70, 25, 6, 3, 2
2023/9/1, 88, 26, 5, 1, 5
2023/9/2, 105, 29, 5, 1, 4
2023/9/3, 47, 29, 3, 5, 3
2023/9/4, 59, 28, 6, 5, 3
2023/9/5, 114, 55, 3, 5, 16
2023/9/6, 1922, 27, 7, 2, 8
2023/9/11, 1681, 12, 10, 2, 4
2023/9/12, 2096, 20, 8, 1, 5
2023/9/13, 73, 14, 13, 3, 5
2023/9/14, 51, 8, 9, 1, 6
2023/9/15, 27, 12, 10, 1, 5
2023/9/16, 25, 11, 9, 1, 7
2023/9/17, 35, 19, 10, 1, 5
2023/9/18, 68, 19, 6, 4, 5
2023/9/19, 102, 13, , 2, 7
2023/9/20, 119, 13, , 1, 6
2023/9/21, 106, 19, 9, 2, 5
2023/9/22, 98, 24, 2, 5, 2
2023/9/23, 38, 19, 9, 1, 4
2023/9/24, 40, 23, 4, 1, 7
2023/9/25, 34, 31, 6, 1, 5
2023/9/26, 44, 13, 15, 4, 7
2023/9/27, 54, 20, 12, 1, 6
2023/9/28, 45, 17, 17, 2, 5
2023/9/29, 257, 13, 16, 13, 7
2023/9/30, 1477, 13, 15, 4, 8
2023/4/1, 69, 23, 5, 3, 5
2023/4/2, 20, 24, 7, 7, 17
2023/4/3, 47, 20, 10, 10, 7
2023/4/4, 76, 19, 13, 14, 9
2023/4/5, 88, 25, 9, 7, 3
2023/4/6, 66, 17, 15, 16, 9
2023/4/7, 88, 23, 16, 18, 13
2023/4/8, 123, 22, 6, 17, 10
2023/4/9, 107, 26, 5, 5, 6
2023/4/10, 68, 24, 9, 8, 7
2023/4/11, 61, 19, 12, 14, 12
2023/4/12, 91, 22, 11, 11, 7
2023/4/13, 63, 23, 10, 9, 9
2023/4/14, 58, 22, 7, 15, 7
2023/4/15, 63, 19, 8, 17, 9
2023/4/16, 86, 23, 5, 7, 5
2023/4/17, 43, 24, 9, 12, 4
2023/4/18, 96, 25, 8, 8, 7
2023/4/19, 127, 26, 6, 6, 4
2023/4/20, 66, 25, 7, 8, 4
2023/4/21, 72, 23, 4, 10, 6
2023/4/22, 55, 19, 6, 12, 6
2023/4/23, 69, 22, 7, 11, 6
2023/4/24, 73, 23, 8, 12, 6
2023/4/25, 88, 35, 6, 9, 6
2023/4/26, 101, 29, 6, 4, 2
2023/4/27, 68, 25, 5, 5, 4
2023/4/28, 43, 22, 8, 11, 8
2023/4/29, 77, 23, 5, 10, 10
2023/4/30, 71, 21, 11, 11, 6
2023/5/1, 102, 23, 7, 5, 2
2023/5/2, 129, 26, 2, 6, 1
2023/5/3, 54, 19, 5, 6, 3
2023/5/4, 39, 19, 7, 5, 2
2023/5/5, 49, 25, 7, 5, 4
2023/5/6, 69, 21, 6, 6, 7
2023/5/7, 80, 23, 4, 7, 5
2023/5/8, 77, 28, 3, 7, 3
2023/5/9, 84, 29, 4, 8, 5
2023/5/10, 45, 20, 7, 6, 7
2023/5/11, 93, 23, 7, 8, 2
2023/5/12, 64, 22, 7, 7, 6
2023/5/13, 100, 29, 4, 4, 5
2023/5/14, 81, 26, 2, 3, 4
2023/5/15, 60, 17, 9, 4, 5
2023/5/16, 33, 22, 6, 7, 5
2023/5/17, 60, 23, 4, 3, 6
2023/5/18, 106, 21, 5, 1, 2
2023/5/19, 62, 21, 7, 2, 3
2023/5/20, 21, 19, 5, 7, 2
2023/5/21, 29, 18, 7, 6, 4
2023/5/22, 61, 22, 8, 7, 5
2023/5/23, 87, 22, 7, 5, 3
2023/5/24, 60, 23, 6, 1, 4
2023/5/25, 63, 13, 4, 13, 3
2023/5/26, 45, 2, 2, 2, 3
2023/5/27, 58, , 4, 4, 3
2023/5/28, 39, , 2, 3, 4
2023/5/29, 59, 47, 3, 3, 3
2023/5/30, 60, 67, 5, 3, 9
2023/5/31, 15, 43, 4, 2, 7
2023/6/1, 30, 42, 5, 1, 3
2023/6/2, 94, 60, 3, 3, 2
2023/6/3, 93, 47, 6, 2, 4
2023/6/4, 58, 60, 5, 2, 4
2023/6/5, 81, 53, 6, 4, 3
2023/6/6, 97, 60, 7, 1, 2
2023/6/7, 85, 61, 5, 3, 3
2023/6/8, 84, 57, 5, 1, 3
2023/6/9, 91, 62, 2, 1, 3
2023/6/10, 91, 60, 2, 1, 3
2023/6/11, 67, 63, 2, 1, 2
2023/6/12, 63, 60, 3, 5, 3
2023/6/13, 73, 51, 6, 1, 3
2023/6/14, 509, 26, 8, 1, 4
2023/6/15, 66, 44, 6, 1, 5
2023/6/16, 29, 68, 3, 1, 2
2023/6/29, 170, 39, 7, 1, 5
2023/6/30, 182, 43, 5, 1, 5
2023/1/2, 179, 5, 73, 127, 37
2023/1/3, 199, 8, 56, 100, 34
2023/1/4, 176, 7, 72, 112, 33
2023/1/5, 202, 5, 70, 83, 34
2023/1/6, 169, 8, 31, 72, 26
2023/1/7, 116, 7, 41, 49, 23
2023/1/8, 105, 7, 82, 87, 43
2023/1/9, 165, 5, 73, 90, 35
2023/1/10, 171, 10, 50, 75, 36
2023/1/11, 132, 23, 20, 32, 21
2023/1/12, 74, 24, 13, 21, 10
2023/1/13, 62, 10, 26, 55, 21
2023/1/14, 123, 7, 39, 77, 26
2023/1/15, 139, 6, 49, 87, 36
2023/1/16, 175, 5, 55, 70, 29
2023/1/17, 144, 14, 29, 37, 28
2023/1/18, 114, 26, 9, 9, 5
2023/1/19, 51, 8, 35, 34, 24
2023/1/20, 127, 3, 35, 54, 40
2023/1/21, 164, , , , 
2023/1/23, 58, 10, 41, 39, 24
2023/1/24, 119, 7, 55, 52, 33
2023/1/25, 192, 11, 33, 36, 26
2023/1/26, 143, 13, 20, 26, 17
2023/1/27, 110, 11, 43, 33, 35
2023/1/28, 131, 7, , 33, 28
2023/1/29, 133, 10, 25, 35, 29
2023/1/30, 138, 17, 25, 19, 16
2023/1/31, 88, 10, 35, 27, 19
2023/2/1, 122, 9, 42, 36, 27
2023/2/2, 144, 8, 61, 48, 37
2023/2/3, 202, 9, 30, 33, 29
2023/2/4, 142, 7, 42, 37, 29
2023/2/5, 151, 13, 25, 25, 21
2023/2/6, 128, 10, 44, 32, 30
2023/2/7, 159, 11, 34, 37, 26
2023/2/8, 137, 10, 47, 47, 27
2023/2/9, 145, 12, 34, 73, 24
2023/2/10, 159, 14, 17, 40, 17
2023/2/11, 123, 15, 29, 40, 16
2023/2/12, 126, 10, 39, 56, 22
2023/2/13, 157, 3, 31, 72, 30
2023/2/14, 185, 19, 11, 25, 8
2023/2/15, 106, 15, 22, 37, 12
2023/2/16, 113, 19, 23, 38, 15
2023/2/17, 127, 19, 13, 32, 11
2023/2/18, 115, 25, 17, 25, 12
2023/2/19, 89, 17, 14, 34, 13
2023/2/20, 108, 14, 18, 32, 13
2023/2/21, 111, 16, 11, 30, 10
2023/2/22, 101, 17, 10, 22, 9
2023/2/23, 98, 17, 12, 38, 9
2023/2/24, 96, 17, 19, 52, 16
2023/2/25, 111, 13, 24, 49, 17
2023/2/26, 117, 23, 13, 19, 12
2023/2/27, 100, 22, 12, 16, 6
2023/2/28, 89, 15, 17, 25, 12
2023/3/1, 97, 14, 26, 26, 14
2023/3/2, 112, 12, 18, 32, 13
2023/3/3, 114, 14, 22, 31, 15
2023/3/4, 127, 25, 12, 28, 15
2023/3/5, 122, 16, 23, 30, 13
2023/3/6, 111, 24, 22, 23, 11
2023/3/7, 108, 26, 15, 24, 15
2023/3/8, 115, 13, 21, 39, 15
2023/3/9, 130, 25, 9, 6, 4
2023/3/10, 56, 28, 5, 8, 6
2023/3/11, 71, 16, 11, 25, 8
2023/3/12, 87, 20, 17, 21, 13
2023/3/13, 99, 26, 6, 6, 3
2023/3/14, 78, 18, 13, 13, 9
2023/3/15, 86, 20, 12, 14, 9
2023/3/16, 80, 15, 16, 26, 9
2023/3/17, 100, 20, 9, 20, 9
2023/3/18, 93, 20, 9, 19, 7
2023/3/19, 83, 17, 16, 21, 9
2023/3/20, 97, 27, 9, 14, 12
2023/3/21, 116, 28, 6, 6, 4
2023/3/22, 33, 22, 11, 13, 9
2023/3/23, 75, 16, 15, 18, 8
2023/3/24, 88, 17, 11, 27, 9
2023/3/25, 94, 21, 7, 16, 7
2023/3/26, 85, 18, 8, 17, 9
2023/3/27, 100, 17, 13, 18, 14
2023/3/28, 94, 18, 12, 16, 8
2023/3/29, 97, 19, 13, 16, 8
2023/3/30, 82, 25, 5, 13, 7
2023/3/31, 132, 20, 6, 6, 3
2022/10/1, 110, 12, , 3, 2
2022/10/2, 44, 17, , 3, 5
2022/10/3, 86, 14, , 11, 7
2022/10/4, 103, 13, , 16, 7
2022/10/5, 104, 14, , 14, 9
2022/10/6, 107, 16, , 10, 7
2022/10/7, 96, 19, , 4, 3
2022/10/8, 60, 12, , 16, 6
2022/10/9, 91, 15, , 13, 8
2022/10/10, 94, 13, , 16, 9
2022/10/11, 111, 22, , 8, 4
2022/10/12, 93, 12, , 14, 8
2022/10/13, 101, 15, , 5, 6
2022/10/14, 93, 13, , 5, 6
2022/10/15, 93, 13, , 10, 9
2022/10/16, 99, 12, , 18, 8
2022/10/17, 106, 8, , 23, 10
2022/10/18, 119, 11, , 20, 10
2022/10/19, 115, 12, , 11, 8
2022/10/20, 86, 13, , 8, 16
2022/10/21, 105, 15, , 7, 9
2022/10/22, 98, 9, , 11, 11
2022/10/23, 104, 10, , 18, 19
2022/10/24, 134, 15, , 7, 6
2022/10/25, 67, 15, , 7, 8
2022/10/26, 75, 15, , 12, 7
2022/10/27, 72, 10, , 11, 15
2022/10/28, 105, 16, , 7, 9
2022/10/29, 84, 16, , 3, 10
2022/10/30, 49, 13, , 5, 21
2022/10/31, 63, 13, 28, 12, 14
2022/11/1, 59, 9, 32, 16, 16
2022/11/2, 85, 10, 30, 23, 16
2022/11/3, 73, 9, 36, 27, 22
2022/11/4, 109, 8, 40, 26, 17
2022/11/5, 80, 8, 43, 32, 27
2022/11/6, 237, 5, 54, 30, 25
2022/11/7, 268, 7, 47, 34, 29
2022/11/8, 100, 5, 51, 29, 26
2022/11/9, 526, 9, 38, 21, 22
2022/11/10, 106, 16, 17, 11, 4
2022/11/11, 65, 9, 27, 18, 12
2022/11/12, 104, 8, 32, 26, 22
2022/11/13, 130, 10, 33, 28, 22
2022/11/14, 121, 7, 40, 28, 20
2022/11/15, 130, 5, 61, 32, 24
2022/11/16, 138, 8, 46, 32, 32
2022/11/17, 156, 13, 31, 33, 29
2022/11/18, 109, 17, 15, 6, 6
2022/11/19, 34, 7, 34, 24, 16
2022/11/20, 92, 10, 42, 44, 25
2022/11/21, 104, 5, 58, 51, 30
2022/11/22, 118, 14, 30, 49, 23
2022/11/23, 87, 17, 22, 36, 23
2022/11/24, 98, 21, 14, 13, 7
2022/11/25, 62, 22, 14, 31, 12
2022/11/26, 79, 15, 19, 25, 21
2022/11/27, 90, 22, 8, 13, 5
2022/11/28, 47, 21, 9, 18, 8
2022/11/29, 79, 23, 17, 21, 11
2022/11/30, 74, 16, 21, 33, 15
2022/12/1, 93, 19, 33, 36, 20
2022/12/2, 92, 12, 27, 38, 15
2022/12/3, 105, 9, 31, 50, 20
2022/12/4, 123, 7, 46, 62, 27
2022/12/5, 152, 14, 27, 44, 19
2022/12/6, 116, 6, 56, 66, 35
2022/12/7, 158, 5, 72, 89, 36
2022/12/8, 190, 9, 56, 68, 32
2022/12/9, 157, 8, 42, 52, 22
2022/12/10, 134, 17, 14, 47, 20
2022/12/11, 100, 20, 12, 26, 15
2022/12/12, 78, 22, 21, 29, 5
2022/12/13, 69, , 30, 43, 4
2022/12/14, 100, , 30, 50, 23
